Country, Code, 1948, 1959, 1960, 1961
Algeria, L, 157.0, 504.0, 596.0, 674.0
Angola, L, 18.0, 44.0, 53.0, 0
Basutoland, L, 0.4, 1.0, 4.0, 0
Bechuanaland, R, 0.3, 1.9, 2.1, 2.2
Cameroon, R, 0, 10.0, 0, 0
Cape Verde Is., L, 0, 1.6, 1.8, 0
Central African Republic, L, 0, 5.0, 12.0, 0
Chad, L, 0, 2.5, 6.0, 15.0
Comoro Islands, R, 0, 0.5, 0, 0
Congo (Brazzaville), L, 0, 10.0, 11.0, 0
Congo (Leopoldville), L, 6.0, 35.0, 0, 0
Dahomey, L, 0, 5.0, 5.0, 5.0
Ethiopia, R, 13.0, 85.0, 0, 100.0
Fr. Somaliland, R, 0.2, 5.0, 0, 8.0
Gabon, L, 0, 20.0, 0, 0
Gambia, R, 0, 1.2, 2.0, 2.5
Ghana, L, 8.0, 109.0, 0, 130.0
Ivory Coast, L, 0, 50.0, 55.0, 0
Kenya, L, 10.0, 29.0, 57.0, 0
Liberia, R, 22.0, 80.0, 100.0, 0
Libya, L, 0, 74.0, 0, 0
Madagascar, R, 0, 55.0, 82.0, 125.0
Mali, L, 0, 7.3, 8.0, 10.0
Mauritania, L, 0, 5.0, 12.0, 20.0
Mauritius, L, 5.0, 34.0, 40.0, 42.0
Morocco, L, 586.0, 511.0, 532.0, 543.0
Mozambique, L, 6.0, 31.0, 37.0, 0
Niger, L, 0, 2.3, 0, 0
Nigeria, R, 9.0, 101.0, 143.0, 0
Port. Guinea, L, 20.5, 1.5, 1.8, 0
Reunion, L, 22.0, 12.0, 14.0, 18.0
"Rhodesia,  Nyasaland,  Fed. of", L, 230.0, 61.0, 100.0, 150.0
Sao Tome and Prinicipe, L, 20.2, 0.6, 0.9, 0
Senegal, 0, 0, 125.0, 0, 0
Seychelles, L, 0.1, 0.4, 0.5, 0.6
Sierra Leone, L, 2.0, 7.1, 9.2, 9.6
Somalia, R, 1.3, 3.5, 0, 0
South Africa, L, 497.0, 965.0, 996.0, "1, 068.0"
So. West Africa, L, 28.0, 819.0, 0, 0
Sudan, L, 13.0, 10.0, 11.0, 0
Swaziland, L, 20.5, 1.7, 1.8, 2.2
Tanganyika, R, 1.0, 18.0, 15.0, 34.0
Togo, R, 0, 5.0, 5.3, 6.3
Tunisia, L, 43.0, 130.0, 170.0, 270.0
Uganda, R, 21.0, 90.0, 0, 0
United Arab Republic, L, "1, 238.0", "1, 400.0", "1, 500.0", "1, 750.0"
Upper Volta, L, 0, 3.0, 0, 0
"Zanzibar,  Pemba", R, 0, 4.0, 5.0, 5.0
Antigua, L, 110.4, 82.0, 2.9, 2.9
Bahama Islands, L, 12.0, 16.0, 16.0, 18.0
Barbados, L, 4.0, 31.0, 35.0, 38.0
Bermuda, R, 5.0, 18.0, 19.0, 21.0
Br. Honduras, L, 0, 3.0, 0, 0
Canada, R, "1, 944.0", "7, 520.0", "8, 050.0", 0
Costa Rica, R, 223.0, 75.0, 77.0, 81.0
Cuba, R, "2, 575.0", "1, 000.0", "1, 100.0", "1, 300.0"
Dominican Rep., R, 30.0, 98.0, 102.0, 150.0
El Salvador, R, 0, 225.0, 0, 250.0
Guadeloupe, L, 21.0, 6.0, 6.0, 6.0
Guatemala, L, 127.0, 0, 0, 210.0
Haiti, L, 4.0, 21.0, 21.0, 21.0
Honduras, L, 20.0, 0, 0, 125.0
Jamaica, R, 223.0, 147.0, 0, 0
Martinique, L, 22.0, 18.0, 0, 0
Mexico, R, 700.0, "3, 120.0", "3, 300.0", "3, 500.0"
Neth. Antilles, R, 234.0, 39.0, 0, 0
Nicaragua, R, 0, 75.0, 0, 100.0
Panama, R, 181.0, 163.0, 0, 186.0
St. Pierre and Miquelon, L, 20.6, 1.0, 0, 0
Trinidad, L, 20.0, 64.0, 71.0, 0
United States, R, "74, 000.0", "168, 500.0", "170, 000.0", 0
Windward Is., R, 23.0, 9.0, 0, 0
Argentina, R, "22, 200.0", "3, 350.0", "3, 500.0", 0
Bolivia, R, "2, 150.0", "3, 250.0", 0, 255.0
Brazil, R, "22, 500.0", "4, 000.0", "4, 570.0", "4, 700.0"
British Guiana, L, 6.0, 35.0, 37.0, 42.0
Chile, R, "1, 550.0", "8, 700.0", 0, "1, 016.0"
Colombia, R, "2, 500.0", 0, "1, 971.0", "2, 159.0"
Ecuador, R, 30.0, 170.0, 0, 175.0
Falkland Is., L, 0.6, 0.8, 0.9, 0.9
Fr. Guiana, L, 0, 0.8, 0.8, 1.0
Paraguay, R, 170.0, 105.0, 0, 150.0
Peru, R, "2, 500.0", 820.0, "1, 100.0", 0
Surinam, R, 15.0, 0, 40.0, 0
Uruguay, R, 300.0, 800.0, 0, "1, 000.0"
Venezuela, R, 150.0, 0, "1, 250.0", "1, 300.0"
Aden, R, 11.1, 40.0, 60.0, 60.0
Afghanistan, R, 28.0, 21.0, 24.0, 0
Bahrain, R, 0, 12.0, 12.0, 15.0
Brunei, L, 0, 6.0, 6.0, 6.5
Burma, L, 8.0, 0, 115.0, 0
Cambodia, R, 0, 19.0, 32.0, 0
Ceylon, L, 23.0, 281.0, 354.0, 390.0
China (mainland), 0, "21, 000.0", "7, 000.0", 0, 0
China (Taiwan), L, 214.0, 445.0, 0, 763.0
Cyprus, L, 8.0, 85.0, 100.0, 0
Fed. of Malaya, L, 22.0, 234.0, 252.0, 0
Hong Kong, L, 30.0, 151.0, 165.0, 173.0
India, L, 282.0, "1, 604.0", "2, 148.0", 0
Indonesia, L, "1, 125.0", 670.0, 0, 0
Iran, R, 102.0, "2, 800.0", 935.0, "1, 350.0"
Iraq, L, 230.0, 100.0, 150.0, 0
Israel, L, "1, 121.0", 400.0, 0, 0
Japan, L, "7, 593.0", "13, 851.0", "12, 410.0", "10, 033.0"
Jordan, L, 23.0, 60.0, 64.0, 0
"Korea,  Rep. of", R, 88.0, 380.0, 781.0, "1, 158.0"
Laos, L, 0.1, 0, 0, 15.0
Lebanon, L, 31.0, 0, 100.0, 0
Macau, L, 25.0, 4.7, 4.6, 0
"Muscat,  Oman", R, 0, 1.0, 0, 0
Nepal, R, 0, 13.0, 0, 0
"New Guinea,  West (West Irian)", R, 0, 7.5, 0, 10.0
North Borneo, L, 21.0, 13.0, 17.0, 20.0
Pakistan, L, 262.0, 204.0, 276.0, 0
Philippines, L, 79.0, 600.0, 0, 0
Port. India, L, 0, 6.0, 8.0, 0
Port. Timor, L, 0, 0.6, 7.0, 0
Sarawak, R, 10.8, 26.0, 34.0, 42.0
Saudi Arabia, R, 210.0, 74.0, 0, 0
Singapore, L, 241.0, 136.0, 142.0, 149.0
Syria, L, 0, 260.0, 0, 0
Thailand, L, 0, 0, 163.0, 0
Turkey, L, 241.0, "1, 219.0", "1, 352.0", "1, 503.0"
"Viet-Nam,  Rep. of", L, 212.0, 120.0, 125.0, 0
Albania, L, 29.0, 43.0, 54.0, 60.0
Andorra, R, 0, 1.0, 1.0, 1.5
Austria, L, "1, 106.0", "1, 944.0", "1, 977.0", "2, 040.0"
Belgium, L, "1, 058.0", "2, 477.0", "2, 588.0", "2, 734.0"
Bulgaria, R, 210.0, "1, 263.0", "1, 431.0", "1, 601.0"
Czechoslovakia, L, "2, 108.0", "3, 437.0", "3, 530.0", "3, 621.0"
Denmark, L, "1, 057.0", "1, 489.0", "1, 523.0", "1, 687.0"
Finland, L, 630.0, "1, 187.0", "1, 228.0", "1, 290.0"
France, L, "6, 104.0", "10, 793.0", "10, 981.0", "12, 966.0"
"Germany,  East.", R, "2, 817.0", "5, 489.0", "5, 574.0", "5, 594.0"
"Germany,  Fed. Rep. of", L, "7, 299.0", "15, 900.0", "16, 442.0", "17, 228.0"
Gibraltar, L, 2.0, 4.8, 4.8, 4.8
Greece, L, "1, 130.0", 743.0, 783.0, 861.0
Hungary, L, 475.0, "2, 102.0", "2, 224.0", "2, 314.0"
Iceland, L, 135.0, 47.0, 50.0, 50.0
Ireland, L, 261.0, 492.0, 494.0, 496.0
Italy, L, "2, 205.0", "7, 587.0", "8, 005.0", "8, 488.0"
Liechtenstein, L, 22.0, 3.6, 0, 0
Luxembourg, L, 49.0, 95.0, 98.0, 101.0
Malta and Gozo, L, 31.0, 67.0, 70.0, 73.0
Monaco, R, 23.0, 5.0, 0, 5.5
Netherlands, L, "1, 615.0", "3, 095.0", "3, 126.0", "3, 064.0"
Norway, L, 654.0, "1, 008.0", "1, 022.0", "1, 034.0"
Poland, L, 891.0, "4, 931.0", "5, 268.0", "5, 487.0"
Portugal, L, 179.0, 791.0, 848.0, 902.0
Romania , L, 258.0, "1, 841.0", "2, 008.0", "2, 165.0"
San Marino, L, 11.0, 1.5, 0, 1.9
Spain, L, 657.0, "2, 464.0", "2, 717.0", 0
Sweden, L, "2, 025.0", "2, 686.0", "2, 744.0", "2, 845.0"
Switzerland, L, 866.0, "1, 388.0", "1, 445.0", "1, 490.0"
United Kingdom, L, "11, 460.0", "14, 945.0", "15, 163.0", "15, 316.0"
Yugoslavia, L, 252.0, "1, 310.0", "1, 563.0", "1, 827.0"
American Samoa, L, 0.2, 0.5, 0, 0
Australia, L, "11, 986.0", "2, 247.0", "2, 284.0", "2, 256.0"
Br. Solomon Is., L, 0.1, 0.5, 0.6, 0.8
Fiji Is., L, 2.0, 22.0, 24.0, 0
Fr. Polynesia, R, 0, 16.0, 18.0, 19.0
New Caledonia, R, 0, 7.6, 9.0, 10.0
New Hebrides, L, 0.2, 0, 0.9, 0
New Zealand, L, 426.0, 570.0, 580.0, 587.0
Norfolk Is., L, 0.1, 0.3, 0.4, 0.4
Tonga, R, 10.1, 0.3, 1.0, 2.0
Western Samoa, L, 0.5, 2.6, 3.0, 0
USSR, R, "211, 452.0", "40, 818.0", "44, 000.0", 0
